Step,Value
66456,125
66574,34
67000,61
67108,30
67790,56
67841,51
67873,32
68491,69
68696,58
68917,23
68988,71
69139,58
69172,33
69337,44
69441,38
69544,65
69940,70
70249,41
70499,149
70631,42
70768,77
70994,70
71224,185
71501,90
71605,44
71671,66
71972,80
72105,60
72484,19
72601,12
73069,17
73433,70
73467,34
73503,36
73668,105
73704,36
73819,41
73965,115
74174,94
74229,55
74338,18
74581,27
74656,34
75084,30
75147,26
75170,23
75459,182
75600,60
75926,53
76237,88
76399,98
76481,43
76514,33
76872,119
77096,57
77128,32
77182,54
77412,58
77476,64
77557,47
77588,31
77671,38
77741,70
77769,28
77967,89
78029,62
78129,51
78384,59
78428,44
79000,51
79048,48
79095,47
79378,65
79503,86
79591,30
79899,85
80776,72
80900,45
81041,57
81091,50
81319,55
81380,32
81482,102
81651,169
81737,28
82051,44
82578,184
82692,17
83103,71
83265,162
83494,99
83725,146
83899,98
84084,106
84177,93
84275,49
84332,57
84459,127
84482,23
84583,71
84723,82
84758,35
85212,48
85360,148
85499,22
85672,50
86137,124
87109,71
87389,106
87575,29
87828,37
87963,77
88215,115
88735,41
88814,79
89040,78
89197,31
89365,46
89404,39
89448,44
89932,49
90004,72
90081,77
90121,40
90275,65
90410,92
90706,102
91160,79
91199,39
91322,123
91383,61
92085,88
92677,81
93195,49
93753,73
93822,69
94027,42
94397,70
95162,61
95411,119
95658,133
95672,14
95730,58
95917,55
96729,138
96896,105
97171,94
97296,96
98296,91
98864,64
99016,152
99193,177
99601,63
100154,79
100667,53
101145,45
101178,33
101257,79
101304,47
101431,66
101510,24
101838,190
102753,246
103360,28
103637,136
103782,44
104175,94
104236,61
104310,13
104715,144
105152,176
105492,175
105670,81
105728,58
105789,61
107084,125
107127,43
107320,108
107372,52
107581,209
107675,94
108099,111
108207,80
108355,27
108445,52
108833,209
109102,154
110121,206
110701,107
110805,80
111005,151
111231,117
111553,107
111948,178
112631,109
112698,67
113317,136
113754,150
114033,40
114110,61
114824,159
115669,173
116171,192
116291,120
116410,119
116482,72
116974,142
117591,243
118121,55
118204,83
118706,193
119462,243
120044,246
120184,140
120542,263
120756,99
120861,22
121027,166
121261,35
121278,17
121642,264
121982,127
122120,138
122230,37
123192,339
123979,160
124549,137
124867,318
125381,102
126164,72
127834,176
128301,71
128600,34
129397,114
129833,105
130271,195
130651,132
131544,158
132129,113
132677,280
133160,197
135932,169
137656,143
137716,60
137962,246
138337,168
138378,41
139454,121
140550,223
140681,131
140780,99
140895,115
141174,279
141360,186
141788,428
143158,75
147569,238
147928,359
148020,92
148955,124
150743,125
150931,188
151123,192
151679,162
153007,151
153113,106
153658,253
154070,219
154203,133
154404,38
157440,147
158042,231
158400,39
159457,140
160229,173
160663,198
162181,318
162401,220
163834,198
164243,279
164490,247
165194,76
165677,196
165862,185
166777,110
166949,146
167329,243
167922,155
168205,283
169563,143
170488,287
171130,338
171268,138
171436,168
172407,278
174025,286
174952,255
175612,257
176112,500
176483,178
178047,325
179126,353
180989,224
182090,157
182554,285
182729,175
183272,211
185479,334
187028,455
187763,191
188667,138
189226,258
189570,143
189907,135
190361,207
190988,162
191131,143
191429,298
192447,390
192622,175
192849,227
193476,205
193930,157
194508,180
194685,177
195226,140
195360,134
196131,218
196549,272
196669,120
196860,191
198015,393
198423,175
198761,156
199427,221
202003,296
202837,281
203472,307
203905,216
204289,127
204917,128
207411,500
208822,500
209146,198
209779,191
211374,143
211961,282
213546,247
215448,229
216175,244
216982,160
217455,258
218416,328
218801,385
220589,368
221302,366
221569,267
223844,283
224187,343
224558,371
224824,92
225387,161
226873,278
227504,402
227939,435
228562,458
229815,237
232354,287
233894,114
234716,299
235164,448
236887,36
237144,257
237575,431
237821,246
239163,296
240263,455
243214,272
246296,178
246500,204
246664,164
247022,131
247650,234
248917,167
249683,414
250071,388
250597,271
250725,128
253002,402
253316,196
253638,141
255678,315
255823,145
257125,91
257269,144
259145,391
259785,140
260266,150
260554,106
261578,234
262436,218
263059,184
264404,169
265092,219
265217,125
265416,199
266975,157
268850,207
269053,203
269703,235
270074,112
270335,261
270565,230
271896,415
273236,240
275236,204
275972,249
276957,356
277303,346
278481,499
279386,275
280057,364
281867,167
282669,288
283321,262
283645,162
284092,269
284783,500
285442,159
286623,473
286985,362
287963,129
288657,194
290271,315
291257,181
291708,451
292432,234
293952,206
294125,173
296045,362
296358,313
296662,169
297622,287
297812,190
298981,316
299752,346
