Step,Value
70328,-16.4452514648438
70437,35.5260314941406
70565,-150.571578979492
71085,220.550094604492
72085,-61.7115058898926
72809,-124.014961242676
72917,-52.8084030151367
73917,-182.342895507813
74452,210.859725952148
74594,-5.51461458206177
74689,-17.1759490966797
74825,-137.387283325195
75294,-83.2176971435547
75705,-77.2112350463867
75977,-235.115707397461
76124,-211.534271240234
76281,-48.3324012756348
76409,-173.822540283203
77085,-144.915786743164
77465,-105.426605224609
77731,-190.83154296875
77852,-185.104553222656
77994,-261.674102783203
78089,-98.0886154174805
78146,-368.630889892578
78961,161.286972045898
79068,-51.3507385253906
79294,24.722806930542
79372,-249.725311279297
79555,51.2808876037598
79696,-225.725921630859
79971,-1.68016016483307
80172,-161.821746826172
80298,-164.310348510742
80531,21.4312953948975
81105,-79.4022827148438
81500,-21.1077747344971
81649,-26.4435863494873
81852,-181.474975585938
81967,-89.4072265625
82947,-170.040817260742
83250,-37.4732627868652
83391,4.17129898071289
83722,-2.46301627159119
83808,-172.601028442383
83893,-263.333862304688
84112,-40.7895889282227
84238,-148.236190795898
84875,184.911666870117
84965,35.9598655700684
85154,40.8330841064453
85679,192.379547119141
85833,36.3217544555664
86833,-87.8794174194336
87280,245.379364013672
87477,-3.69151997566223
87553,-66.2859115600586
87633,-170.392181396484
87699,-187.669876098633
87831,20.6769714355469
87902,-53.4769554138184
88044,-18.4197177886963
88107,-320.774688720703
88237,-162.359252929688
88311,-64.5992965698242
88373,-268.419860839844
88466,-20.2020301818848
88558,-39.8510208129883
88751,293.689727783203
88934,-0.115599043667316
89699,153.46403503418
89888,297.290771484375
90094,6.72742938995361
90165,-259.023864746094
90249,-71.1856231689453
90623,-216.908416748047
91049,-36.7737770080566
91182,-98.4824981689453
91335,-19.299747467041
91734,-193.351013183594
91940,-120.305038452148
92164,-234.199829101563
92314,-109.463531494141
92560,-70.1642913818359
92803,-212.115615844727
92976,-217.307312011719
93114,-177.479293823242
93507,240.945693969727
94016,-78.7757034301758
94112,-55.8224639892578
94230,-212.779022216797
94316,-32.9069595336914
94449,-162.258026123047
94542,61.3536682128906
94678,-60.3663787841797
95364,176.731552124023
95434,-193.52392578125
95797,247.883773803711
95870,-191.074554443359
95958,4.3486328125
96332,-10.5124731063843
96413,-10.5592498779297
97413,-23.8141098022461
97541,58.3253211975098
98216,-91.2731704711914
98311,21.572904586792
98432,-194.238906860352
98498,-113.573768615723
99048,185.703231811523
99474,201.166091918945
100254,181.690093994141
100326,-46.7281608581543
100470,74.7062377929688
101470,-19.0283355712891
101603,-1.18649411201477
101973,274.89794921875
102025,-246.966079711914
102156,30.2365627288818
102347,-5.58464193344116
102461,70.8611450195312
103202,159.288146972656
103324,-46.7826614379883
103522,3.49939250946045
103609,-64.7342224121094
103681,-206.732650756836
104070,228.510223388672
104291,21.6371459960938
104729,197.438354492187
105320,207.961715698242
105608,256.407958984375
106608,-37.0272598266602
107381,-89.3658599853516
107607,-18.6151790618896
107725,-3.97345995903015
107858,53.4834785461426
108172,-35.4015159606934
108224,-278.449523925781
108894,153.591751098633
108976,-160.763458251953
109504,194.588073730469
109566,-289.427978515625
109699,7.79060125350952
110375,159.654632568359
110468,-26.972282409668
110590,63.3225708007813
110679,-216.224746704102
110736,-191.041366577148
110888,23.7871189117432
111081,13.7064275741577
111147,-74.3658218383789
111213,-12.36745262146
111296,-239.115615844727
111412,26.3957595825195
112184,153.666580200195
112560,224.185195922852
112614,-287.5810546875
112689,-192.063232421875
113199,-51.8795585632324
113276,-90.4633331298828
113342,-208.228332519531
113508,-27.6683731079102
113856,25.0640830993652
114131,9.72059440612793
114205,-219.110107421875
114273,-89.5383911132813
115273,-57.4749565124512
115345,-258.132659912109
116345,-49.3809127807617
116409,-163.174240112305
116848,161.846939086914
116924,-35.8376007080078
117041,-11.1833086013794
117176,55.4838218688965
117261,-42.9116744995117
117821,157.966354370117
117991,19.2558784484863
118145,26.8547382354736
119040,133.470321655273
119576,169.265701293945
119659,-81.4134521484375
119730,-108.683227539063
119810,-69.8924789428711
119924,7.42365694046021
120051,8.37355995178223
120122,-18.2068042755127
120228,-67.7629165649414
120322,-29.9568767547607
120842,160.847595214844
120918,-283.717926025391
121001,-31.4094524383545
121058,-181.300384521484
121357,209.654281616211
121473,2.35937404632568
122288,142.296630859375
122362,-137.445495605469
122438,-63.0912666320801
122533,-30.3423080444336
123533,-61.5404357910156
124465,128.776977539063
124685,260.882446289063
124798,-55.1290626525879
125798,-50.2266006469727
125889,-25.7934818267822
125957,-31.1358165740967
126064,-47.8916854858398
126144,-182.689178466797
127144,-41.9190559387207
127313,-33.4367027282715
128240,141.146438598633
128626,252.017440795898
128729,-2.44504570960999
128987,268.191070556641
129080,2.53703999519348
129148,-63.7845420837402
129204,-251.076263427734
129868,177.327926635742
130074,32.9680328369141
131074,-14.0265893936157
131166,18.8306140899658
131225,-150.772308349609
131298,-42.1260185241699
131427,17.9883556365967
131539,-32.7516593933105
131605,-176.248504638672
132311,158.887924194336
132677,198.687973022461
132759,-60.9660263061523
132827,-329.212493896484
133827,-73.7764434814453
133896,-36.1344833374023
133985,-2.8365843296051
134429,195.417709350586
134683,256.119964599609
135683,-54.8300476074219
136683,-140.973251342773
136806,8.5833683013916
137806,-75.9993667602539
138806,-130.907257080078
139806,-116.320205688477
139901,-20.5656547546387
140901,-65.0708618164063
141408,188.310775756836
141753,-29.0618228912354
142334,-95.5025100708008
142413,-280.156555175781
142486,-26.7521343231201
142567,-61.792667388916
142906,218.864044189453
143372,213.079406738281
144372,-3.15696454048157
145372,-68.5827560424805
145607,-161.981979370117
145947,-77.2697067260742
146947,-98.7175445556641
147197,30.9395332336426
148197,-79.025260925293
148442,11.3197603225708
148503,-156.741912841797
149503,-99.264274597168
149736,-11.6321830749512
149798,-405.530242919922
150798,-158.160980224609
151079,-137.998046875
151421,203.592086791992
151525,2.86729192733765
151587,-312.533630371094
151677,-302.6396484375
152677,-76.7947235107422
152907,244.366683959961
153240,13.680082321167
153309,-198.930221557617
153495,-15.0522451400757
153645,33.2901611328125
153781,1.69940793514252
154781,-163.612121582031
154921,-123.038063049316
155921,-39.2044067382812
156015,31.8714275360107
156385,246.447326660156
156577,20.3628311157227
156712,-177.610794067383
156832,40.509449005127
157517,185.863510131836
158301,162.100448608398
158449,22.4781360626221
159449,-133.46923828125
160449,-213.481597900391
160542,-31.6969947814941
160648,-25.6571979522705
160704,-180.758453369141
160796,-17.336389541626
160856,-123.040382385254
160920,-144.670654296875
161920,-185.755172729492
162032,-236.360076904297
162300,256.825317382813
162387,0.037179291248322
162631,-13.1377105712891
162709,1.2885183095932
162914,7.92520427703857
163219,-181.409301757812
163292,-144.227478027344
163602,-211.725662231445
163879,277.229827880859
164026,-175.251373291016
165026,-221.120025634766
165229,3.87059211730957
165555,263.363250732422
165759,-13.0031957626343
165849,4.61332368850708
166468,188.353118896484
166935,209.175857543945
167497,198.786605834961
167637,-154.035583496094
168637,-13.8739042282105
169355,150.084518432617
170355,-30.8054046630859
170503,-19.5573844909668
170647,27.8032970428467
170744,1.26307094097137
171010,11.7688045501709
172010,-74.9299850463867
173007,107.479614257813
173253,-17.6107978820801
173392,80.6721038818359
174392,-53.7300758361816
174679,-32.1632957458496
174944,20.0359077453613
175209,265.629089355469
175311,-35.6790237426758
175428,98.9566650390625
175528,5.83965826034546
175769,-11.3979110717773
175991,40.002742767334
176272,14.5660390853882
176509,-187.184722900391
176774,-187.980514526367
176873,-20.393123626709
176954,-70.6572799682617
177954,-67.4650955200195
178112,-4.65397071838379
178259,-14.9872531890869
178652,232.834594726563
178888,8.05810642242432
178960,-117.04997253418
179173,1.81381320953369
179245,-148.09928894043
179519,24.4989910125732
179604,-40.4658851623535
180123,-90.8190765380859
180284,-21.3879852294922
180441,21.0181427001953
180868,-63.8405647277832
180952,-139.766540527344
181898,81.8574066162109
182087,-11.8218441009521
182231,34.3008041381836
182675,206.344757080078
183675,-28.3819522857666
183883,9.28873443603516
184019,-165.41471862793
184446,210.217819213867
185446,-58.159236907959
186368,106.868667602539
186532,32.3359603881836
186672,-177.1591796875
187633,116.297164916992
188407,138.305435180664
188851,-57.6219825744629
188950,20.5653133392334
189190,259.494903564453
189329,-23.1428890228271
189416,-174.9384765625
190416,-31.5152111053467
191416,-71.0350189208984
191487,-78.3321838378906
191595,12.9477567672729
191666,-111.912826538086
191815,60.9821014404297
192815,-77.6160888671875
193114,243.094970703125
193350,23.8301219940186
194350,-96.9697647094727
194479,65.5390167236328
195479,-71.0351181030273
195562,-50.2678298950195
195652,-52.4976959228516
196483,135.128189086914
196920,239.845077514648
197035,22.5384426116943
198035,-86.6735458374023
198312,251.275375366211
198462,22.7999210357666
199462,-93.4264602661133
199592,-115.38550567627
199740,18.7433815002441
199873,27.4321537017822
200020,14.4957981109619
201020,-120.112083435059
201248,299.942779541016
201413,84.0568771362305
201794,248.392471313477
202794,-70.158805847168
203275,-80.0553588867188
203521,-41.1164436340332
203823,302.149993896484
203998,54.7473335266113
204282,255.874481201172
204366,17.6601886749268
204504,75.8095779418945
204762,277.716125488281
204973,310.525451660156
205116,-167.745086669922
205245,64.742431640625
205566,243.644454956055
205672,-3.43026185035706
206672,-34.3478851318359
206874,2.21819162368774
206969,-62.5504684448242
207137,70.898681640625
208137,-117.661323547363
208385,275.585845947266
208825,233.274154663086
209109,280.423675537109
209272,-126.697235107422
209424,-124.976867675781
209637,-6.60411882400513
210637,3.17953205108643
211637,-138.411880493164
211995,252.822967529297
212256,278.93017578125
213256,-90.826530456543
214256,-28.4548091888428
214400,47.4318695068359
215400,-39.3840065002441
216400,-101.701652526855
216545,88.0813064575195
216695,42.2134628295899
217695,-152.455780029297
218695,-83.1130218505859
219137,212.426361083984
220137,-73.7445220947266
220296,-125.804466247559
220455,53.0929565429688
220549,-7.61244964599609
221124,206.711715698242
222124,38.395206451416
222544,220.956665039062
222783,319.074951171875
223003,58.1297187805176
223146,-151.873611450195
224146,-14.4500589370728
224503,223.854949951172
225503,-62.0605278015137
225739,279.808868408203
225831,6.12960433959961
226044,307.126800537109
227044,-51.3965950012207
227201,49.4934883117676
227392,6.77984046936035
227537,31.4977951049805
227615,-41.9023475646973
228563,135.228179931641
228681,21.7115154266357
229681,-28.8098926544189
230681,-22.168550491333
231681,-136.511901855469
231785,-8.7156982421875
232785,-128.872207641602
232882,13.8140449523926
233283,238.048049926758
233412,60.6719436645508
233556,-154.565383911133
233714,71.6141967773438
233861,43.6259880065918
234115,262.537780761719
234249,43.7222480773926
235249,-26.9318561553955
235334,-134.718566894531
235482,82.3912811279297
235680,57.2463722229004
235793,28.1573352813721
235941,32.6655158996582
236695,-81.9428634643555
237150,203.963424682617
237406,9.60903549194336
237525,59.373104095459
237667,11.4294681549072
237752,-143.492141723633
238752,-29.2439365386963
238927,95.1026306152344
239249,245.646560668945
240249,-34.270938873291
240316,-125.407440185547
240429,81.2284469604492
240517,15.2100896835327
241517,-100.569511413574
241642,95.700569152832
241779,80.3513031005859
241869,-10.0101795196533
242869,-22.8909664154053
243152,308.89599609375
243272,44.6901817321777
244272,-41.9549942016602
244399,39.1400871276855
244510,-13.8179969787598
245510,22.6481513977051
246485,-148.895416259766
247485,-59.3908920288086
247673,30.3949604034424
247767,-18.0671291351318
247898,76.9715194702148
248111,55.7516479492188
248226,63.2926559448242
249226,-45.576171875
250226,-35.8915672302246
250356,46.824275970459
250441,-58.4097785949707
251441,-117.156753540039
252441,-119.918411254883
252623,54.6149063110352
253623,-151.929229736328
254623,-147.468338012695
254884,278.106964111328
255884,-91.3145141601563
256108,304.994934082031
257108,-136.899124145508
257213,2.1030375957489
257335,59.3005447387695
257466,-13.6484708786011
258466,-149.404037475586
259466,-101.947807312012
259788,253.005035400391
260611,159.933624267578
260755,10.8862609863281
260858,4.88379812240601
261858,-160.828659057617
262858,-122.817741394043
263858,-41.1834182739258
264050,58.9805946350098
264147,14.0110206604004
265147,-152.53173828125
265447,249.999557495117
266447,-140.554412841797
267447,-163.25830078125
268447,-74.3423080444336
268548,-9.15685081481934
269506,126.251708984375
269655,-136.621566772461
270655,-129.850479125977
271031,229.48112487793
271190,31.7780723571777
272190,-60.5943756103516
273190,-64.3097686767578
274190,-50.9499702453613
274445,276.11865234375
274576,41.5831336975098
274735,-113.042976379395
275735,-183.233200073242
276034,255.74267578125
276298,273.451141357422
276867,207.846496582031
277867,-137.784606933594
278867,-141.403182983398
279171,258.811462402344
279273,-2.50671625137329
280273,-57.9023132324219
280476,286.978637695312
281476,-151.23161315918
282476,-139.562026977539
283476,-97.8318405151367
284476,-29.0246543884277
285476,-92.0229644775391
285578,-18.9729099273682
286578,-129.854217529297
287578,-120.214454650879
287718,-133.76335144043
287850,50.2311592102051
288850,-84.6205291748047
289850,-119.178604125977
290850,-149.160140991211
290940,-93.1692199707031
291169,16.8971862792969
291354,14.1811790466309
291480,75.6705551147461
291567,-15.075439453125
292567,-154.899749755859
292640,-106.595458984375
293406,164.847854614258
294406,-149.510375976563
294688,254.822814941406
295688,-19.8729248046875
295843,9.85068511962891
296117,254.195098876953
296248,47.4982490539551
297248,-145.821792602539
297381,53.0728607177734
298381,-137.702713012695
298502,60.3633003234863
298581,-2.65377688407898
298669,-58.8582954406738
299669,-80.6228866577149
299747,-27.6752910614014
299910,65.5542831420898
