Step,Value
181,262.385040283203
1181,-121.869514465332
2618,-151.900329589844
3200,-66.8108825683594
4200,-114.661483764648
4351,79.9970321655273
4492,-151.212295532227
5492,-53.322380065918
5770,-4.50938177108765
6054,-4.28170013427734
6673,210.077224731445
7673,-140.853805541992
8673,-151.1748046875
9673,-114.749549865723
10222,224.462310791016
10467,40.2758293151855
11467,-178.815612792969
12467,-144.802658081055
12607,-171.854705810547
13607,-110.341781616211
13813,43.8495674133301
14813,-13.3291025161743
15250,251.330856323242
16250,-103.919609069824
16402,29.7831211090088
16588,30.3164329528809
17588,-99.1632385253906
18037,240.845123291016
18307,-21.3914127349854
18399,-57.4526062011719
18543,32.4478073120117
19104,207.26171875
19308,10.7149133682251
19599,290.706329345703
20599,-177.356353759766
20689,-21.3242511749268
20836,72.1953048706055
20969,-189.952835083008
21086,52.2019805908203
21230,-24.0658512115478
21304,-198.523788452148
21757,216.307220458984
22757,-86.783561706543
23757,-81.1216888427734
23854,-14.9368696212769
24161,-39.7737846374512
24254,-47.814022064209
24325,-148.833557128906
24413,-4.52213001251221
24558,29.5182647705078
24673,11.1351881027222
24936,280.719146728516
25936,-211.077285766602
26936,-31.9840240478516
27068,77.1495361328125
27495,214.10595703125
27733,287.140075683594
27885,-22.4882125854492
28007,-163.892135620117
29007,-176.265228271484
29880,114.581764221191
30880,-166.748046875
31880,-177.936859130859
32031,4.50961542129517
33031,-230.441833496094
33340,6.94642210006714
34340,-149.359115600586
34494,47.4491882324219
35494,-83.7002716064453
35581,-5.24839925765991
36581,-99.4448013305664
37581,-89.0499877929688
37677,-5.60175943374634
37770,-112.336555480957
37874,3.29943490028381
38874,-169.50244140625
38980,-312.253753662109
39980,-100.533248901367
40980,-152.293441772461
41980,-177.020309448242
42471,212.900527954102
42541,-141.592163085938
42676,-150.62776184082
43161,235.902267456055
43254,4.55476522445679
43352,6.88098764419556
43573,300.535430908203
43914,239.025848388672
44198,-202.055389404297
44387,69.8286056518555
44524,86.0918273925781
45074,-249.922607421875
45351,255.788238525391
45599,280.684143066406
46599,-2.01057314872742
46816,-131.647171020508
47402,204.748382568359
48374,-214.044464111328
48657,-90.5503921508789
49510,-129.119003295898
49775,-56.2236976623535
49908,31.3794555664062
50005,-180.185195922852
50091,-31.7552375793457
51091,-124.417411804199
51611,-69.5641403198242
51678,-79.5387725830078
51748,-298.232421875
51888,-15.8484134674072
51977,-172.561111450195
52101,-120.427108764648
52189,-14.617733001709
52504,226.810501098633
53308,-301.956146240234
53563,-4.62054586410522
53894,297.6806640625
54016,-162.376266479492
54190,32.8468475341797
54273,-214.191131591797
54350,-266.939636230469
54486,-172.938171386719
54578,-15.003098487854
54993,-209.301635742188
55081,32.7364311218262
55165,11.3796911239624
55582,20.8987197875977
55705,-160.552490234375
55798,-47.9889297485352
56221,-147.921661376953
56298,18.2680606842041
56376,35.023193359375
56432,-227.778900146484
56559,34.851676940918
56639,-218.795349121094
56708,-174.13850402832
56768,-177.513580322266
57113,224.647796630859
57197,-5.29705238342285
57503,-46.0900535583496
57805,-13.8849821090698
57887,3.12357091903687
58202,236.367095947266
58376,-22.6766262054443
58499,22.978982925415
58593,-28.679443359375
58817,22.6280517578125
59003,20.1907215118408
59365,-17.4275646209717
59752,217.039001464844
59829,-31.8781433105469
59903,-58.6055717468262
60034,-181.179763793945
60156,-144.190704345703
60396,29.828426361084
60520,-19.975378036499
60594,-160.24543762207
60654,-248.193328857422
60800,11.0763330459595
60940,-181.788391113281
61940,-113.82731628418
62121,15.901180267334
62219,-192.983261108398
62445,305.948699951172
62511,-129.358016967773
62677,-216.329696655273
62774,20.8510303497314
63509,-113.447540283203
63885,233.560211181641
64021,-183.904037475586
64330,-255.064971923828
64677,-8.29275321960449
64811,22.9697380065918
65222,-53.0905952453613
65390,-160.10041809082
65583,-174.730834960938
65911,-253.721252441406
66133,-77.0065536499024
66371,-20.8680114746094
66499,-139.883193969727
66763,-362.325592041016
66928,-22.0739402770996
67007,-263.909729003906
67299,-244.337509155273
67499,-42.5255889892578
67677,-91.6379241943359
68091,-81.2305679321289
68238,-159.274993896484
69035,265.347686767578
69234,-48.7738075256348
69436,-3.67460179328918
70176,134.322570800781
70347,0.821677446365356
70469,-115.230690002441
70608,-44.3789176940918
70939,-16.2838611602783
71262,238.96305847168
71376,-245.392333984375
71454,17.0391044616699
71522,-137.086837768555
72056,-211.850021362305
72182,21.9615707397461
72247,-270.543914794922
72335,-329.519409179687
72558,-12.8109006881714
72687,-9.95389842987061
72940,251.775100708008
73078,-4.82568788528442
73168,-18.0820598602295
73253,-21.8128032684326
73463,23.8052616119385
73726,233.700607299805
73802,4.91673946380615
74624,207.376403808594
74699,-12.9503364562988
75084,249.059036254883
75162,-45.4040412902832
75288,-199.844345092773
75389,-7.00564527511597
75509,-191.15446472168
75769,20.7674617767334
75976,267.803375244141
76268,244.225723266602
76363,-160.380584716797
76507,-155.298294067383
76596,-9.57161998748779
76832,-54.8684539794922
76976,-21.8414001464844
77088,5.6620888710022
77327,-34.7367401123047
77510,-162.748382568359
77649,-19.5569038391113
77776,-208.178909301758
78021,271.922943115234
78284,256.645477294922
78670,-20.6138572692871
78799,-58.9946594238281
79085,-34.0553817749023
79177,-71.5269012451172
79317,-160.032073974609
