Step,Value
56475,10
56521,9
56929,9
57158,8
57178,10
57331,8
57424,9
57894,8
58073,10
58193,10
58249,9
58371,8
58540,9
58902,9
59120,10
59166,10
59389,10
59490,9
59594,10
59715,10
59939,9
60821,9
60831,10
60871,10
61058,10
61068,10
61154,8
61563,10
61630,8
61660,10
61838,10
62346,8
62431,10
62447,8
62484,9
62539,9
62566,8
62631,9
62709,10
62739,10
62850,10
63108,10
63145,9
63246,9
63983,10
64114,10
64186,9
64316,10
64326,10
64562,9
64915,10
65190,9
65221,11
65464,10
65636,11
65673,10
65911,9
66389,9
66535,8
66611,10
66621,10
66836,10
67003,10
67387,9
67590,11
67881,10
68384,9
68490,10
68657,10
68749,9
68757,8
68939,10
69154,10
69335,10
69701,9
69728,9
69795,10
69883,8
69911,10
69957,10
70051,10
70361,8
70539,8
71274,10
71602,8
71762,8
71900,10
72004,8
72059,10
72294,8
72339,10
72385,9
72549,10
72654,9
72682,10
72873,10
72944,9
73037,9
73369,10
73418,11
73984,9
73994,10
74295,10
74779,9
74854,9
74863,9
75187,10
75290,9
75399,9
75560,10
76121,10
76348,9
76617,8
76653,10
76786,10
76945,8
77004,10
77398,9
77547,8
77651,8
77733,8
77808,10
77996,9
78043,9
78060,9
78117,10
78301,11
78329,10
78376,9
78460,9
79298,9
79308,10
79325,9
79585,10
79632,9
79678,9
79816,9
80219,10
80283,10
80461,11
80546,10
80861,10
80870,9
80955,10
81307,10
81380,10
81426,10
81720,10
82159,9
82198,9
82412,11
82587,10
82616,10
82808,8
82909,10
83133,10
83198,10
83356,10
83373,9
83402,10
83602,9
83620,9
83668,9
83775,10
83891,10
84055,10
84232,10
84289,10
84380,9
84559,10
84817,9
84890,9
85086,10
85282,10
85745,10
85810,10
86305,9
86402,10
86470,11
86719,9
86917,9
87006,8
87158,9
87245,10
87540,11
87732,8
88129,9
88157,8
88345,10
88411,9
88651,9
89300,10
89384,9
89452,10
89573,10
89775,10
89879,10
89985,10
90138,10
90358,9
90414,11
90625,11
90793,8
91373,8
91458,10
91861,11
92118,10
92145,8
92515,9
92746,10
93359,10
94090,10
94137,9
94165,9
94293,9
94408,10
94626,9
94685,9
94826,10
94882,9
94980,8
95210,10
95367,10
95570,9
95929,9
96032,9
96221,10
96285,9
96331,10
97056,9
97331,9
97360,10
97498,9
97557,10
97604,10
97871,9
98002,10
98107,10
98199,10
98234,8
98242,8
98509,11
98591,10
98802,9
98812,10
98927,10
99220,9
99305,9
99462,9
99510,9
99596,9
99671,11
99745,9
99908,10
100195,10
100284,9
100630,9
100711,9
100720,9
100922,9
100985,10
101245,9
101339,9
101384,9
101484,9
101572,10
101707,8
102060,10
102089,9
102404,10
102441,10
102654,9
102710,9
102729,9
103049,10
103102,9
103159,9
103176,8
103281,9
103330,10
103459,8
103543,9
103690,8
103920,10
104098,9
104180,9
104350,11
104598,10
104814,9
104833,10
104842,9
105380,9
105407,9
105493,10
105846,9
106146,9
106340,9
106517,10
106808,10
106881,8
106899,9
107212,9
107372,9
107557,10
107813,9
107841,8
107903,9
107922,9
108083,9
108157,9
108242,9
108381,10
108534,9
108898,9
109009,9
109029,10
109124,10
109226,9
109361,9
109381,10
109546,10
109726,9
110069,8
110321,10
110377,10
110461,9
110742,10
110957,9
110966,9
111138,9
111405,8
111450,8
111702,8
111820,10
111838,9
111846,8
112031,10
112076,8
112210,10
112303,9
112350,10
112415,9
112591,9
112706,11
113027,8
113603,8
113747,9
113854,10
113892,10
114045,10
114353,9
114438,9
114842,10
115032,9
115059,8
115212,11
115367,9
116036,10
116122,10
116408,10
116588,10
116617,10
116824,9
117440,10
117513,9
117708,9
117911,10
118180,9
118604,10
118871,9
119420,9
119570,10
119860,9
119939,9
120136,9
120373,9
120418,9
120537,8
120656,10
120714,10
121106,8
121116,10
121298,11
121842,10
121998,9
122251,10
122260,9
122334,9
122442,9
122555,9
122697,9
122731,8
122893,9
123065,10
123231,9
123368,9
123460,9
123485,8
123603,11
123613,10
123651,8
123905,8
124147,10
124456,10
124595,10
124935,10
124982,10
125435,10
125471,9
125655,9
126121,8
126368,10
126396,10
126790,10
126946,9
127279,10
127417,10
127495,10
127553,11
128026,10
128055,9
128083,10
128202,8
128451,10
128682,9
128746,8
128949,9
129150,10
129269,9
129597,10
129811,10
129840,10
129959,8
129996,10
130447,8
130455,8
130628,10
130656,9
130743,10
130752,9
130808,8
130997,10
131018,11
131185,10
131654,9
131787,10
131844,10
132163,11
132541,10
132806,8
133061,10
133110,10
133164,9
133380,9
133733,9
133743,10
133801,9
133886,10
134050,11
134158,10
134217,10
134399,8
134439,10
134666,10
134768,10
135235,10
135466,9
135676,9
136015,9
136243,9
136261,8
136270,9
136827,9
136967,9
137021,8
137300,9
137387,10
137426,10
137483,10
137634,10
138031,10
138143,8
138335,9
138343,8
138381,11
138419,9
138457,9
138616,10
138673,9
138711,10
138730,9
138961,9
139212,8
139395,10
139700,9
139708,8
139717,9
139942,9
140073,9
140555,9
140671,9
141253,9
141647,9
141684,10
142092,10
142111,10
142272,10
142616,9
142900,9
142968,10
143057,10
143224,10
143438,10
143595,9
143653,11
143718,10
144159,9
144206,10
144357,10
144413,9
144510,10
144681,10
144744,10
144841,10
144860,9
144982,10
145153,10
145339,10
145446,10
145886,8
146000,9
146101,9
146704,9
146989,9
147337,9
147564,9
147648,9
147704,10
147843,8
148005,10
148136,9
148163,9
148341,9
148518,9
149271,10
149584,10
149662,9
149719,9
149943,10
149953,10
150017,9
150303,10
150557,9
150671,9
150830,11
150867,9
151425,10
151547,10
151644,10
151680,10
151738,9
151917,10
152125,11
152247,10
152805,9
153010,9
153049,10
153066,8
153076,10
153173,10
153362,9
153600,8
153925,10
154011,10
154532,10
155034,10
155280,10
155329,10
155519,9
155991,10
156029,9
156332,11
156795,9
156983,11
157284,8
157380,10
157388,8
157624,9
157669,8
157708,10
157841,9
158236,10
158470,10
159181,11
159808,9
160105,10
160430,8
160439,9
160637,9
160994,8
161038,8
161085,9
161180,10
161430,9
161440,10
161504,10
161637,10
161738,8
161905,10
161924,9
162141,9
162151,10
162160,9
162186,9
162369,9
162702,10
162829,9
162867,10
162986,8
162996,10
163087,9
163191,10
163281,8
163358,10
163451,9
163904,10
163976,10
164014,9
164276,8
164411,10
164468,10
164604,10
164624,10
164689,9
164726,8
164755,10
164764,9
164799,9
164846,8
165036,9
165130,10
165166,10
165317,10
165449,11
168453,16
168470,17
168817,127
170746,149
171774,126
174686,252
178970,190
179062,92
179116,12
180489,106
182119,14
184250,137
198184,172
200202,246
203054,41
204554,500
206979,345
217700,500
229607,43
229806,199
232764,56
233965,500
247221,235
251570,500
254538,500
260457,500
261158,398
264995,500
271022,231
271522,500
278089,500
284863,500
287908,461
291400,350
299540,314
