Step,Value
55,285.7490234375
414,237.737350463867
632,-17.7849388122559
832,-159.252700805664
1065,-200.44075012207
1327,-53.4668998718262
1547,14.4434690475464
2036,209.873474121094
2181,-160.792892456055
2373,-202.521835327148
2644,-20.1958122253418
2863,5.15296220779419
3155,10.4925498962402
4155,-58.2217483520508
4462,256.141510009766
5287,129.540313720703
5449,34.9419403076172
5565,-57.7487335205078
5905,238.198440551758
6224,249.825866699219
6450,-197.005157470703
6660,-207.38232421875
6860,319.221252441406
7860,-17.0870151519775
8241,220.111663818359
8472,-177.973983764648
8894,234.923538208008
9122,-14.3531341552734
9316,-208.489181518555
9529,-200.020950317383
9696,-23.1508255004883
10214,-270.700500488281
10383,-4.40941333770752
10564,-38.0179405212402
11148,204.959503173828
11378,-51.4034614562988
11555,-41.487907409668
11797,-117.64574432373
12152,-309.613891601562
12515,-220.106796264648
12858,-190.544494628906
13170,-249.386260986328
13414,7.53198862075806
13667,-210.202041625977
13918,-182.142456054688
14255,-125.772575378418
14505,-170.992660522461
14874,-98.3220901489258
15088,-103.674842834473
15246,-151.287582397461
15461,-251.706085205078
15685,-1.89004325866699
15973,-203.600799560547
16316,-105.307083129883
17028,193.392166137695
17540,198.991409301758
17692,-143.620010375977
17907,27.6842384338379
18133,36.0619468688965
18461,220.136825561523
18614,-8.48007106781006
19614,-137.071746826172
19722,1.64558064937592
20722,-138.299514770508
21722,-141.641891479492
21954,22.8007965087891
22372,236.895767211914
22790,269.621948242187
23090,48.7968978881836
23479,-298.726837158203
23897,-79.7722702026367
24299,-236.728286743164
25299,-32.2823219299316
25615,18.0656795501709
25887,-205.402313232422
26177,-60.3827171325684
26436,281.214996337891
26694,-164.971527099609
26973,-157.351196289063
27203,-17.2388916015625
27698,217.384323120117
28074,-19.579418182373
28606,175.514770507813
28852,279.757446289062
28992,-156.513793945313
29263,-44.4627685546875
30263,-140.386703491211
30582,-583.122314453125
30736,-307.537811279297
30982,-271.152404785156
31503,-252.05485534668
32503,-106.162422180176
33503,-155.243865966797
33638,-4.44287824630737
33979,-43.8219985961914
34175,-193.923706054688
34831,116.047866821289
35165,223.80680847168
35478,-230.830139160156
36478,102.87100982666
36708,-151.162734985352
36867,-262.650238037109
36983,-214.203140258789
37066,-364.996795654297
37174,-274.366119384766
38174,-157.840255737305
39174,10.9210748672485
39427,-11.3798875808716
40427,-251.326232910156
41427,-151.424392700195
42002,191.190185546875
42276,-197.986587524414
42596,-14.6653356552124
43065,-17.4289894104004
43214,-0.198820263147354
43353,-154.65657043457
44167,169.611404418945
44514,294.061370849609
44841,-71.7195892333984
45257,199.610000610352
45568,-38.3251800537109
45744,-68.2658309936523
45912,-103.248374938965
46026,-4.77577018737793
46339,-223.103530883789
46772,-229.6220703125
47118,237.758209228516
47371,-203.481231689453
47520,-142.983428955078
47778,-26.8384284973145
47960,25.2523918151855
48169,-17.2603740692139
49060,144.121322631836
49324,-40.0367050170898
49990,182.677291870117
50124,-148.337707519531
50331,-12.341835975647
50630,264.855651855469
50756,-177.303497314453
